ID,Counts,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
ID-6853,2,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-23208,0,0,1,0,Retirement,2,-6,2
ID-2642,10,F,Y,N,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-10668,-401,1,1,0,Sales staff,4,-1,1
ID-5104,5,M,Y,Y,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,0,0,0,Drivers,2,-30,1
ID-4571,3,M,Y,Y,1,310500,Working,Higher education,Married,House / apartment,-11023,-3093,0,0,1,IT staff,3,-22,2
ID-5455,7,M,N,Y,0,225000,Pensioner,Higher education,Civil marriage,House / apartment,-16518,0,0,0,0,Retirement,2,-55,1
ID-3000,11,F,N,N,0,122400,Working,Secondary / secondary special,Married,House / apartment,-20952,-1155,1,0,1,Medicine staff,2,-7,0
ID-6854,1,F,Y,Y,0,157500,Working,Higher education,Married,House / apartment,-10029,-878,0,0,0,Accountants,2,-4,0
ID-3022,7,F,Y,Y,0,90000,Pensioner,Higher education,Married,House / apartment,-21452,0,0,0,0,Retirement,2,-9,1
ID-6855,3,M,Y,Y,1,216000,Working,Higher education,Widow,House / apartment,-13127,-1279,0,0,0,Managers,2,-42,2
ID-2004,5,M,N,N,0,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,-10294,-1992,0,0,0,Laborers,1,-38,2
ID-3166,8,M,Y,Y,0,184500,Working,Secondary / secondary special,Married,House / apartment,-12298,-1200,0,0,0,Drivers,2,-34,2
ID-6856,1,M,Y,N,0,184135.5,Working,Secondary / secondary special,Married,House / apartment,-22434,-378,1,0,0,Sales staff,2,-15,0
ID-3250,4,F,N,Y,1,67500,Commercial associate,Higher education,Married,House / apartment,-9122,-1567,0,0,1,Waiters/barmen staff,3,-9,2
ID-4310,2,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21284,0,0,0,0,Retirement,1,-20,2
ID-6857,1,M,Y,N,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-20000,-7563,0,0,0,Drivers,3,-5,2
ID-1437,10,F,N,Y,1,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,0,1,0,Medicine staff,2,-2,1
ID-6858,1,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-20763,0,0,1,0,Retirement,2,-8,2
ID-1874,4,M,N,N,2,171000,Working,Secondary / secondary special,Married,Municipal apartment,-13865,-5674,1,1,0,Core staff,4,-35,2
ID-5776,4,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,0,1,0,Managers,2,-30,2
ID-6859,2,M,N,Y,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9149,-1217,0,0,1,Laborers,1,-20,1
ID-1180,9,F,N,Y,1,135000,Working,Incomplete higher,Married,House / apartment,-15948,-9359,0,0,0,Working_etc,3,-33,2
ID-6276,3,F,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,-10809,-3900,0,1,0,Laborers,1,-47,2
ID-535,10,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-18767,-1842,0,0,0,Cleaning staff,2,-5,2
ID-304,10,F,N,Y,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,-20589,-3680,0,0,0,Working_etc,2,-12,2
ID-6860,2,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-9655,-156,0,0,0,Working_etc,1,-38,2
ID-6861,4,F,N,Y,3,450000,Pensioner,Secondary / secondary special,Married,House / apartment,-22349,0,0,0,0,Retirement,5,-27,0
ID-4082,5,F,N,Y,0,207000,Working,Secondary / secondary special,Single / not married,House / apartment,-18617,-2506,0,0,0,Cooking staff,1,-15,2
ID-6862,1,F,N,Y,0,900000,Working,Higher education,Married,House / apartment,-18634,-1169,0,1,0,Working_etc,2,0,1
ID-6863,1,F,N,Y,0,54000,Working,Higher education,Married,House / apartment,-15366,-339,0,0,0,Managers,2,-52,2
ID-6864,2,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18414,-5203,0,0,0,Sales staff,2,-14,2
ID-1185,5,F,Y,Y,0,144000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16539,-371,0,0,0,Laborers,2,-5,1
ID-5961,6,F,N,Y,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-16269,-1358,0,0,0,Sales staff,1,-28,2
ID-964,2,M,N,N,1,139500,Working,Secondary / secondary special,Married,Rented apartment,-8682,-869,1,0,0,High skill tech staff,3,-2,1
ID-5043,4,F,N,N,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-11398,-1619,1,1,0,Core staff,1,-11,2
ID-233,6,M,N,Y,0,247500,Commercial associate,Higher education,Civil marriage,House / apartment,-15995,-401,0,0,0,Core staff,2,-13,1
ID-632,4,F,N,Y,2,67500,Working,Secondary / secondary special,Married,House / apartment,-12226,-596,0,0,0,Sales staff,4,-23,1
ID-5022,3,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-10475,-2757,1,1,1,Drivers,1,-42,2
ID-2452,10,M,Y,Y,2,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16084,-1382,0,0,0,Laborers,4,-55,0
ID-1836,4,F,N,N,0,450000,Working,Higher education,Married,With parents,-20343,-1838,1,1,0,Working_etc,2,-17,2
ID-5082,5,F,N,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,-17541,-7276,1,1,1,Laborers,2,0,1
ID-2139,4,F,N,Y,2,157500,State servant,Secondary / secondary special,Married,House / apartment,-12682,-932,0,0,1,Managers,4,-7,1
ID-6865,3,F,N,Y,0,135000,Working,Incomplete higher,Single / not married,House / apartment,-10932,-575,0,0,0,Secretaries,1,-13,2
ID-1666,4,F,N,Y,1,121500,Working,Secondary / secondary special,Married,House / apartment,-15090,-3138,0,0,0,Sales staff,3,-21,2
ID-6866,1,F,N,N,0,225000,Pensioner,Higher education,Married,House / apartment,-21854,0,0,1,0,Retirement,2,-35,2
ID-1831,3,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,Office apartment,-15090,-6761,0,0,0,Managers,3,-33,2
ID-6867,1,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15103,-3154,0,0,0,Sales staff,2,-53,2
ID-1383,9,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20493,-7624,1,1,0,Managers,2,-52,1
ID-6679,5,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,-15931,-4404,1,1,0,Core staff,3,-35,2
ID-1222,9,F,Y,Y,0,135000,Working,Lower secondary,Married,House / apartment,-16413,-622,0,1,0,High skill tech staff,2,-22,1
ID-995,3,F,N,N,1,45000,State servant,Secondary / secondary special,Married,House / apartment,-11304,-3998,1,1,0,Medicine staff,3,-55,1
ID-6359,3,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18133,-3591,0,1,1,Commercial_associate_etc,1,-56,2
ID-2264,6,M,Y,Y,1,315000,Working,Secondary / secondary special,Married,House / apartment,-17543,-2851,0,1,0,Drivers,3,-14,2
ID-2811,9,F,N,N,0,54000,Working,Higher education,Married,House / apartment,-14923,-4723,1,0,0,Medicine staff,2,-31,2
ID-5374,7,M,Y,Y,1,144000,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,0,0,0,Laborers,3,-24,2
ID-3503,5,F,N,N,0,175500,Working,Secondary / secondary special,Single / not married,House / apartment,-18643,-658,0,0,0,High skill tech staff,1,-4,0
ID-6868,1,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,0,0,0,Drivers,1,-30,2
ID-1925,4,M,Y,N,0,292500,Working,Higher education,Married,House / apartment,-18115,-713,0,0,0,Managers,2,-40,2
ID-960,9,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10438,-2264,0,1,0,Commercial_associate_etc,2,-44,2
ID-3744,5,F,Y,N,0,360000,State servant,Secondary / secondary special,Married,House / apartment,-18577,-108,1,1,0,Medicine staff,2,-59,1
ID-252,12,F,Y,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,0,0,0,Core staff,2,-37,2
ID-6435,2,F,Y,Y,0,238500,Working,Higher education,Married,House / apartment,-15203,-7095,0,0,0,Medicine staff,2,-53,2
ID-2969,6,F,N,Y,0,202500,State servant,Secondary / secondary special,Single / not married,House / apartment,-23341,-5437,0,0,0,Medicine staff,1,-2,0
ID-6869,1,F,N,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15281,-254,0,0,0,Commercial_associate_etc,3,-14,2
ID-625,6,F,Y,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-20228,0,0,0,0,Retirement,2,-16,2
ID-6870,4,M,N,Y,1,180000,Working,Higher education,Married,House / apartment,-9441,-1235,0,0,0,Managers,3,-18,2
ID-4446,5,F,Y,Y,2,225000,State servant,Higher education,Married,House / apartment,-14731,-4617,0,0,0,Medicine staff,4,-42,0
ID-514,7,M,Y,N,0,234000,Working,Secondary / secondary special,Married,House / apartment,-19378,-858,1,1,0,Laborers,2,-25,1
ID-678,7,M,N,Y,1,225000,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,0,0,0,Drivers,3,-24,2
ID-1246,2,F,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24843,0,0,0,0,Retirement,1,-29,1
ID-3096,8,F,N,N,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-9320,-2257,0,0,0,High skill tech staff,3,-19,0
ID-4787,6,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10763,-1473,1,1,1,Commercial_associate_etc,2,-10,1
ID-1393,8,F,N,Y,2,126000,Commercial associate,Higher education,Married,House / apartment,-12411,-1773,0,0,1,Managers,4,-21,2
ID-3530,4,M,N,N,0,190399.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-10409,-1338,1,0,0,Core staff,2,-27,1
ID-1060,5,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21186,0,0,0,0,Retirement,2,-17,1
ID-3673,2,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-15488,-2453,0,0,0,Laborers,2,-27,2
ID-2250,7,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-17366,-2426,0,0,0,Managers,2,-38,2
ID-6871,3,F,N,N,0,90000,Working,Higher education,Married,House / apartment,-19828,-5525,0,1,0,Working_etc,2,-7,2
ID-788,10,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-13566,-1900,1,0,0,High skill tech staff,2,-22,2
ID-2538,10,M,Y,Y,0,247500,State servant,Higher education,Single / not married,House / apartment,-10012,-826,1,1,0,High skill tech staff,1,-39,1
ID-6872,2,F,N,Y,0,144000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-16311,-7504,0,0,0,Accountants,2,-55,2
ID-339,5,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-17732,0,0,0,0,Retirement,2,-7,2
ID-1961,3,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12622,-678,0,1,0,Sales staff,3,-24,2
ID-6873,2,M,N,Y,1,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18979,-4609,0,0,0,Laborers,2,-20,2
ID-4415,6,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-10847,-2712,0,0,0,Laborers,2,-9,0
ID-729,15,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12009,-1912,0,1,0,Sales staff,1,-11,2
ID-4486,11,M,Y,N,0,261000,State servant,Higher education,Married,Municipal apartment,-11117,-2676,0,0,0,Core staff,2,-3,1
ID-385,24,M,N,N,2,225000,Working,Higher education,Civil marriage,House / apartment,-16768,-3088,1,0,0,Laborers,4,-11,2
ID-2074,12,M,Y,N,1,315000,Commercial associate,Higher education,Married,With parents,-11689,-716,1,1,0,High skill tech staff,3,-39,1
ID-3695,8,F,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-15116,-2284,0,0,0,Laborers,3,-41,0
ID-2074,12,M,Y,N,1,315000,Commercial associate,Higher education,Married,With parents,-11689,-716,1,1,0,High skill tech staff,3,-16,2
ID-2750,7,F,N,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14122,-796,0,0,0,Laborers,3,-34,0
ID-6874,1,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-17779,-1344,1,0,0,Laborers,2,-54,2
ID-4573,6,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17343,-938,0,0,0,Sales staff,2,-8,0
ID-455,4,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17822,-1730,0,0,0,Managers,2,-15,2
ID-4282,5,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-10218,-313,1,0,0,Working_etc,3,-56,2
ID-2419,10,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,0,1,0,Drivers,3,-49,2
ID-6875,1,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-10790,-2576,0,0,0,Laborers,3,-44,2
ID-5779,3,M,N,Y,1,117000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16809,-5247,0,0,0,Laborers,3,-34,1
ID-1035,6,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,0,0,0,Core staff,1,-33,2
ID-2117,6,F,N,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-13011,-1953,0,0,0,Sales staff,3,-9,2
ID-122,5,F,Y,Y,2,283500,State servant,Higher education,Married,House / apartment,-12902,-4120,0,0,0,Core staff,4,-33,2
ID-6876,1,F,N,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,-17560,-8923,0,1,0,Accountants,3,-14,2
ID-5300,4,F,N,Y,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15362,-897,0,0,0,Sales staff,4,-7,2
ID-772,3,F,N,N,2,157500,Working,Higher education,Married,House / apartment,-11678,-2758,0,0,0,Sales staff,4,-19,2
ID-1060,5,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21186,0,0,0,0,Retirement,2,-7,1
ID-3326,6,F,Y,N,1,166500,State servant,Higher education,Married,House / apartment,-14489,-5819,0,0,0,Medicine staff,3,-49,2
ID-5232,6,F,Y,Y,2,144000,Working,Secondary / secondary special,Married,House / apartment,-11086,-2937,1,1,0,Working_etc,4,-51,2
ID-6877,2,M,Y,N,1,144000,Working,Incomplete higher,Married,House / apartment,-10049,-283,1,0,0,Drivers,3,-9,2
ID-1489,4,F,N,Y,0,171000,State servant,Lower secondary,Widow,House / apartment,-18672,-2593,0,1,0,Medicine staff,1,-13,2
ID-5448,3,F,N,Y,0,112500,Working,Higher education,Civil marriage,House / apartment,-10443,-560,0,0,0,Core staff,2,-54,2
ID-5484,3,F,Y,Y,2,67500,State servant,Higher education,Married,House / apartment,-11831,-3778,1,1,0,Core staff,4,-23,2
ID-39,5,M,Y,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,-13022,-1600,0,0,0,Laborers,4,-43,2
ID-1712,9,F,Y,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-13686,-1256,0,0,0,Cooking staff,2,-2,1
ID-2159,3,M,Y,N,2,157500,Working,Secondary / secondary special,Married,Municipal apartment,-12518,-1135,0,0,0,Cleaning staff,4,-26,2
ID-2670,8,F,N,Y,0,180000,Working,Higher education,Widow,House / apartment,-23035,-2134,0,0,0,Secretaries,1,-2,1
ID-660,7,F,N,Y,0,135000,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,0,1,1,State_servant_etc,1,-44,2
ID-6069,2,M,Y,Y,1,427500,Working,Secondary / secondary special,Married,House / apartment,-11892,-2543,0,1,0,Drivers,3,-2,1
ID-2717,4,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-23351,0,0,0,0,Retirement,2,-14,2
ID-5684,6,M,Y,N,0,157500,Commercial associate,Higher education,Married,House / apartment,-9579,-835,0,0,0,Laborers,2,-35,0
ID-6878,1,F,N,N,2,90000,Working,Incomplete higher,Separated,House / apartment,-14407,-1619,1,0,0,Sales staff,3,-37,2
ID-6704,3,F,N,Y,1,157500,State servant,Higher education,Married,House / apartment,-15645,-4280,0,0,0,Core staff,3,-39,2
ID-6879,1,M,N,N,0,135000,State servant,Higher education,Married,Office apartment,-23080,-263,0,0,0,State_servant_etc,2,-12,0
ID-447,8,F,N,N,0,135000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17615,-339,0,0,0,Accountants,1,-54,2
ID-6836,4,M,Y,Y,1,189000,Working,Higher education,Married,House / apartment,-13317,-3663,0,0,0,High skill tech staff,3,-37,2
ID-3080,4,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18667,-2150,1,0,0,Managers,2,-16,2
ID-2785,5,F,Y,Y,0,157500,Working,Higher education,Married,House / apartment,-14976,-3550,0,0,1,Drivers,2,-42,0
ID-6880,1,M,N,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-8940,-567,0,0,0,Low-skill Laborers,2,-9,2
ID-4775,14,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17202,-1787,0,0,0,Sales staff,2,-19,2
ID-3363,5,M,N,Y,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22600,0,0,0,0,Retirement,2,-53,2
ID-6881,1,F,N,Y,0,405000,State servant,Higher education,Married,House / apartment,-15142,-4600,0,0,0,Core staff,2,-51,2
ID-113,3,F,N,Y,2,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17384,-1138,0,0,0,Cooking staff,4,-22,2
ID-85,11,M,Y,N,0,184500,Working,Secondary / secondary special,Married,Municipal apartment,-18013,-1215,0,0,0,Laborers,2,-13,2
ID-5773,3,F,N,N,0,112500,State servant,Secondary / secondary special,Married,With parents,-17164,-9363,0,0,0,Medicine staff,2,-30,2
ID-6882,2,F,Y,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-21906,0,0,0,0,Retirement,2,-15,0
ID-1350,9,M,N,N,1,180000,Commercial associate,Lower secondary,Married,House / apartment,-10940,-2483,1,0,0,Laborers,3,-22,0
ID-6883,1,F,N,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-15158,-3642,0,0,0,Core staff,3,-9,2
ID-6884,2,F,Y,N,0,58500,Pensioner,Lower secondary,Married,House / apartment,-23377,0,0,0,0,Retirement,2,-56,2
ID-5015,5,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-23406,-2617,0,0,0,Security staff,2,-5,2
ID-351,9,M,Y,Y,0,225000,Pensioner,Higher education,Married,House / apartment,-24166,0,0,0,0,Retirement,2,-16,1
ID-1145,4,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,0,Laborers,3,-29,1
ID-4281,8,F,Y,Y,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,0,0,1,Medicine staff,2,-40,0
ID-5650,6,F,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,-16115,-985,0,0,0,Sales staff,2,-56,2
ID-5135,4,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-12604,-2620,1,1,0,Managers,2,-47,2
ID-6885,1,F,N,N,2,76500,Working,Secondary / secondary special,Married,House / apartment,-15264,-3260,0,1,0,Sales staff,4,-37,1
ID-2273,5,M,N,Y,0,180000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-9208,-2494,0,0,0,Laborers,2,-11,2
ID-6886,4,F,Y,Y,0,157500,Commercial associate,Incomplete higher,Married,House / apartment,-11337,-1196,0,0,0,High skill tech staff,2,-13,1
ID-1419,7,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,0,0,0,Sales staff,3,-39,1
ID-2980,2,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13095,-499,1,0,0,Commercial_associate_etc,2,-48,2
ID-6887,1,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-21864,-999,0,0,0,Cooking staff,1,-30,2
ID-815,5,M,Y,Y,0,315000,Working,Secondary / secondary special,Single / not married,House / apartment,-12912,-3403,0,0,1,Drivers,1,-8,2
ID-2254,8,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19124,-5064,0,1,0,Laborers,2,-40,2
ID-1480,3,F,N,N,1,112500,Commercial associate,Secondary / secondary special,Married,With parents,-11028,-110,0,0,0,Sales staff,3,-19,2
ID-1147,10,F,N,N,2,171000,Working,Secondary / secondary special,Married,House / apartment,-14622,-1160,1,1,0,Core staff,4,-43,1
ID-1064,12,F,Y,Y,0,315000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9130,-1390,0,1,0,Core staff,1,-56,2
ID-6888,1,M,Y,N,1,283500,Commercial associate,Higher education,Married,Municipal apartment,-14257,-6060,0,1,0,High skill tech staff,3,-18,2
ID-1272,5,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,0,0,0,Security staff,2,-46,2
ID-75,16,F,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15653,-5500,0,0,1,Core staff,2,-7,1
ID-3360,11,F,Y,N,0,216000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,0,0,Medicine staff,2,-30,0
ID-6889,2,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-14784,-5817,0,0,0,Security staff,2,-5,2
ID-306,6,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,0,0,0,Sales staff,2,-14,2
ID-5547,7,F,N,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,-17087,-7310,1,1,0,Medicine staff,2,-40,0
ID-6890,5,F,Y,N,0,180000,Working,Higher education,Married,With parents,-11380,-1007,1,1,0,Accountants,2,-11,2
ID-1190,6,F,Y,Y,1,315000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16095,-7979,0,0,0,Medicine staff,3,-26,2
ID-2592,5,F,Y,N,1,67500,State servant,Secondary / secondary special,Married,House / apartment,-15151,-1162,0,0,0,Core staff,3,-2,1
ID-148,5,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14496,-808,0,1,0,Working_etc,2,-41,0
ID-2284,5,F,Y,Y,0,202500,Working,Higher education,Single / not married,House / apartment,-17979,-1782,1,0,0,Laborers,1,-14,2
ID-4137,3,M,N,Y,0,135000,Working,Higher education,Married,House / apartment,-16977,-92,0,0,0,Managers,2,-28,2
ID-1862,8,F,N,N,0,90000,State servant,Higher education,Civil marriage,Office apartment,-19872,-4509,1,0,0,State_servant_etc,2,-23,2
ID-4856,11,F,N,Y,1,234000,Working,Secondary / secondary special,Single / not married,House / apartment,-20693,-8036,0,0,0,Core staff,2,-17,2
ID-2717,4,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-23351,0,0,0,0,Retirement,2,-10,2
ID-665,9,F,N,N,0,202500,Working,Higher education,Civil marriage,House / apartment,-15309,-5179,1,1,0,Core staff,2,-46,1
ID-5365,7,M,N,N,2,216000,Working,Secondary / secondary special,Married,House / apartment,-14740,-1040,0,1,0,Laborers,4,-29,0
ID-6891,2,F,Y,Y,1,225000,Commercial associate,Higher education,Civil marriage,House / apartment,-10689,-2819,0,0,0,Commercial_associate_etc,3,-56,0
ID-6892,1,F,Y,N,0,112500,Working,Higher education,Civil marriage,House / apartment,-11721,-177,1,0,0,Accountants,2,-6,1
ID-6893,3,M,N,Y,1,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-12152,-1230,0,0,0,Laborers,2,-8,1
ID-3474,6,M,Y,Y,1,225000,State servant,Higher education,Married,House / apartment,-11429,-3165,1,0,0,State_servant_etc,3,-24,2
ID-6894,1,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12078,-2727,0,0,0,Security staff,3,-12,2
ID-903,8,F,N,Y,0,202500,Pensioner,Lower secondary,Single / not married,House / apartment,-21304,0,0,0,0,Retirement,1,-16,2
ID-3038,7,F,N,Y,1,675000,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,0,1,0,Commercial_associate_etc,3,-14,2
ID-6895,4,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-21824,0,0,0,0,Retirement,1,-51,2
ID-4119,5,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,-12262,-356,0,0,0,Working_etc,2,-55,2
ID-6896,1,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-19684,-12032,0,1,0,Medicine staff,3,-52,2
ID-6897,2,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-21563,-3509,1,1,0,Sales staff,2,-48,2
ID-2107,12,M,Y,Y,1,180000,Working,Higher education,Married,House / apartment,-14082,-1800,0,0,0,Managers,3,-30,2
ID-5472,5,F,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-21523,0,0,1,0,Retirement,2,-1,1
ID-3172,6,F,N,Y,0,270000,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,0,0,1,Security staff,2,-50,2
ID-6898,1,M,Y,Y,0,148500,Working,Secondary / secondary special,Married,House / apartment,-18038,-276,0,0,0,High skill tech staff,2,-39,2
ID-1584,8,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21973,0,0,0,0,Retirement,1,-28,1
ID-6899,2,F,Y,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-21622,0,0,0,0,Retirement,2,-28,2
ID-6900,1,F,N,Y,0,177750,Pensioner,Higher education,Married,House / apartment,-22934,0,0,0,0,Retirement,2,-21,0
ID-224,8,F,Y,Y,2,315000,Commercial associate,Higher education,Married,With parents,-12621,-1327,0,0,0,Managers,4,-31,2
ID-6041,3,F,N,N,2,90000,State servant,Higher education,Married,Office apartment,-12532,-127,0,0,0,Managers,4,-2,1
ID-3108,4,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15484,-1408,1,1,0,Drivers,2,-12,0
ID-4750,2,F,N,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-10390,-1010,1,0,0,Working_etc,3,-24,2
ID-4019,10,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17473,-2631,0,0,0,Managers,1,-25,2
ID-2706,4,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-13787,-3082,0,0,0,Core staff,4,-16,2
ID-1531,8,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-19010,-6761,1,1,0,Cleaning staff,2,-19,2
ID-3390,7,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15595,-3183,0,1,0,Laborers,2,-7,1
ID-6901,1,F,Y,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-22223,0,0,1,0,Retirement,2,-14,1
ID-5217,4,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-18752,0,0,1,0,Retirement,2,-32,2
ID-2806,5,M,Y,Y,0,405000,Commercial associate,Higher education,Married,House / apartment,-16271,-398,0,0,0,Drivers,2,-11,2
ID-966,15,F,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,0,0,0,Laborers,2,-16,2
